game_id,game_date,player_name,player_id,minutes,pts,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,usage_pct,ts_pct,ortg,drtg,game_score
22400101,2024-10-29,Terry Rozier,204,25,17,5,8,0.625,5,8,0.625,3,4,0.75,2,0,2,4,0,0,3,5,-10,27.1,0.8,109.4,116.0,12.2
22400101,2024-10-29,Jaime Jaquez Jr.,205,30,13,6,7,0.857,1,2,0.5,0,1,0.0,1,6,7,4,1,0,1,3,-5,16.7,0.8,120.9,104.5,14.2
22400101,2024-10-29,Duncan Robinson,206,23,5,2,3,0.667,1,2,0.5,0,2,0.0,1,0,1,0,0,0,3,5,-12,14.3,0.644,122.1,93.1,-1.4
22400101,2024-10-29,Nikola Jovic,207,27,15,6,7,0.857,0,1,0.0,2,2,1.0,3,1,4,3,1,0,2,3,-9,17.4,0.8,110.2,93.1,14.8
22400101,2024-10-29,Haywood Highsmith,208,24,11,5,5,1.0,0,0,0.0,1,2,0.5,1,3,4,1,1,1,0,4,-11,11.3,0.8,102.5,113.7,11.5
22400101,2024-10-29,Kevin Love,209,14,12,6,8,0.75,0,0,0.0,0,2,0.0,3,1,4,0,1,1,2,1,-14,14.6,0.676,107.2,104.0,9.7
22400101,2024-10-29,Thomas Bryant,210,13,4,1,1,1.0,1,2,0.5,0,2,0.0,2,0,2,1,0,0,1,5,-3,11.2,0.8,107.2,101.7,2.0
22400101,2024-10-29,Caleb Martin,212,12,2,0,3,0.0,0,0,0.0,1,3,0.333,3,0,3,0,0,0,1,0,-2,12.6,0.3,104.9,116.2,0.2
22400101,2024-10-29,Pelle Larsson,213,21,5,2,2,1.0,0,0,0.0,1,1,1.0,1,2,3,2,0,0,3,3,-17,9.8,0.8,113.9,108.9,2.9
22400101,2024-10-29,Kel'el Ware,214,9,3,1,2,0.5,1,2,0.5,1,3,0.333,1,1,2,1,0,1,0,1,-11,9.8,0.452,102.0,97.7,3.2
22400102,2024-10-31,Tyler Herro,201,36,23,10,12,0.833,2,4,0.5,0,1,0.0,0,7,7,5,1,0,4,1,-1,24.4,0.8,94.0,126.9,20.4
22400102,2024-10-31,Bam Adebayo,202,32,18,6,7,0.857,6,7,0.857,0,0,0.0,2,8,10,6,1,1,0,3,-3,25.1,0.8,105.8,101.5,24.0
22400102,2024-10-31,Jimmy Butler,203,33,18,8,12,0.667,2,4,0.5,0,1,0.0,1,8,9,4,2,0,1,0,-16,19.8,0.723,114.3,119.4,19.3
22400102,2024-10-31,Terry Rozier,204,32,10,3,5,0.6,3,4,0.75,2,4,0.5,3,2,5,2,1,1,4,2,-17,18.9,0.74,131.5,125.9,7.9
22400102,2024-10-31,Jaime Jaquez Jr.,205,33,21,6,9,0.667,6,7,0.857,2,2,1.0,3,1,4,2,1,0,3,0,-2,15.3,0.8,104.8,119.4,18.9
22400102,2024-10-31,Duncan Robinson,206,22,3,1,1,1.0,0,1,0.0,1,4,0.25,2,3,5,1,1,0,0,5,0,8.1,0.543,106.8,112.8,3.5
22400102,2024-10-31,Nikola Jovic,207,16,3,1,2,0.5,1,1,1.0,0,1,0.0,3,0,3,2,0,1,0,5,-12,15.3,0.615,109.4,113.5,3.8
22400102,2024-10-31,Haywood Highsmith,208,22,8,3,4,0.75,3,5,0.6,0,1,0.0,2,1,3,0,1,0,1,3,-11,10.6,0.8,120.5,106.4,6.5
22400102,2024-10-31,Kevin Love,209,24,6,2,2,1.0,2,3,0.667,1,3,0.333,2,8,10,1,0,0,1,3,0,10.4,0.8,101.1,112.9,6.9
22400102,2024-10-31,Thomas Bryant,210,16,10,3,4,0.75,3,3,1.0,2,3,0.667,0,3,3,0,1,1,2,5,-13,9.5,0.8,107.3,112.1,6.6
22400102,2024-10-31,Josh Richardson,211,15,6,2,3,0.667,2,2,1.0,1,1,1.0,1,0,1,3,1,0,1,5,-15,14.7,0.8,121.7,96.3,5.5
22400102,2024-10-31,Caleb Martin,212,24,5,2,2,1.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,3,1,-8,7.0,0.8,112.5,110.3,3.0
22400102,2024-10-31,Pelle Larsson,213,15,6,3,5,0.6,0,0,0.0,0,1,0.0,3,1,4,1,0,0,1,5,-9,7.1,0.551,95.6,115.7,3.4
22400103,2024-11-03,Tyler Herro,201,32,18,7,8,0.875,1,2,0.5,3,5,0.6,1,5,6,2,0,0,1,5,8,24.2,0.8,121.8,103.8,15.0
22400103,2024-11-03,Bam Adebayo,202,32,16,7,10,0.7,2,4,0.5,0,2,0.0,1,7,8,6,2,1,4,2,10,22.0,0.735,109.2,130.6,15.9
22400103,2024-11-03,Jimmy Butler,203,23,14,7,8,0.875,0,0,0.0,0,3,0.0,3,0,3,6,1,0,0,2,22,29.0,0.751,116.8,118.7,16.5
22400103,2024-11-03,Terry Rozier,204,32,9,3,3,1.0,1,2,0.5,1,1,1.0,2,3,5,4,1,1,2,5,18,24.2,0.8,112.3,114.0,10.9
22400103,2024-11-03,Jaime Jaquez Jr.,205,42,21,7,11,0.636,7,9,0.778,1,4,0.25,3,5,8,3,1,1,3,4,18,14.6,0.8,117.5,109.0,17.7
22400103,2024-11-03,Duncan Robinson,206,25,6,2,3,0.667,2,3,0.667,1,1,1.0,0,3,3,1,1,1,3,0,11,18.0,0.8,101.5,101.5,5.0
22400103,2024-11-03,Nikola Jovic,207,29,13,6,10,0.6,0,0,0.0,2,3,0.667,1,6,7,3,0,1,4,0,13,9.3,0.574,113.5,107.7,9.3
22400103,2024-11-03,Haywood Highsmith,208,26,11,6,7,0.857,0,1,0.0,0,1,0.0,2,4,6,2,1,1,0,5,7,12.2,0.739,92.8,114.6,11.8
22400103,2024-11-03,Kevin Love,209,16,0,0,4,0.0,0,0,0.0,0,2,0.0,3,2,5,1,0,0,0,2,24,9.3,0.3,113.1,116.2,-1.0
22400103,2024-11-03,Thomas Bryant,210,12,3,1,1,1.0,1,1,1.0,1,4,0.25,1,1,2,0,1,0,1,3,8,13.9,0.543,106.7,120.0,1.3
22400103,2024-11-03,Josh Richardson,211,20,8,3,5,0.6,3,3,1.0,0,0,0.0,2,1,3,3,0,0,1,5,8,8.5,0.8,92.8,122.8,6.5
22400103,2024-11-03,Caleb Martin,212,26,9,4,4,1.0,0,0,0.0,1,3,0.333,3,2,5,2,1,1,2,4,12,9.1,0.8,116.8,93.9,9.2
22400103,2024-11-03,Pelle Larsson,213,21,5,2,3,0.667,0,1,0.0,1,1,1.0,2,1,3,2,1,1,0,1,25,11.4,0.727,114.3,111.2,8.1
22400103,2024-11-03,Kel'el Ware,214,8,4,2,2,1.0,0,0,0.0,1,1,1.0,0,3,3,0,0,0,1,3,13,7.1,0.8,112.6,123.7,2.1
22400104,2024-11-06,Tyler Herro,201,31,17,5,7,0.714,3,3,1.0,3,3,1.0,3,0,3,3,1,1,2,1,19,24.1,0.8,113.8,105.1,17.6
22400104,2024-11-06,Bam Adebayo,202,37,25,8,13,0.615,6,8,0.75,3,3,1.0,1,9,10,7,2,1,4,4,6,26.3,0.8,104.8,109.4,24.5
22400104,2024-11-06,Jimmy Butler,203,23,12,5,6,0.833,1,1,1.0,0,2,0.0,1,3,4,2,2,0,3,4,18,18.5,0.8,117.2,98.9,9.4
22400104,2024-11-06,Terry Rozier,204,30,5,1,2,0.5,1,1,1.0,1,2,0.5,2,1,3,3,0,0,0,2,14,21.0,0.8,111.0,114.0,6.6
22400104,2024-11-06,Jaime Jaquez Jr.,205,29,11,3,5,0.6,3,5,0.6,2,5,0.4,0,7,7,3,0,1,1,2,19,15.8,0.764,110.9,116.3,10.6
22400104,2024-11-06,Duncan Robinson,206,27,11,4,4,1.0,1,1,1.0,2,2,1.0,1,1,2,0,0,1,3,3,10,13.6,0.8,107.0,105.9,7.3
22400104,2024-11-06,Nikola Jovic,207,19,10,4,6,0.667,2,4,0.5,1,3,0.333,1,5,6,1,0,1,0,2,9,19.1,0.683,106.9,101.5,9.4
22400104,2024-11-06,Haywood Highsmith,208,27,8,4,6,0.667,0,0,0.0,1,3,0.333,0,4,4,1,1,1,1,2,15,14.9,0.546,140,116.7,6.4
22400104,2024-11-06,Kevin Love,209,21,6,2,3,0.667,2,2,1.0,0,2,0.0,1,6,7,3,0,0,2,5,7,16.5,0.773,107.4,112.3,4.5
22400104,2024-11-06,Thomas Bryant,210,9,6,2,3,0.667,1,2,0.5,1,2,0.5,3,0,3,0,1,0,0,2,1,7.1,0.773,94.2,107.6,6.6
22400104,2024-11-06,Josh Richardson,211,19,4,1,2,0.5,1,1,1.0,0,2,0.0,3,2,5,3,2,0,1,0,12,8.3,0.694,109.9,121.7,8.0
22400104,2024-11-06,Pelle Larsson,213,21,5,2,3,0.667,0,1,0.0,1,4,0.25,0,2,2,2,1,0,3,0,9,9.7,0.525,110.4,117.1,2.5
22400104,2024-11-06,Kel'el Ware,214,12,11,5,7,0.714,1,1,1.0,1,1,1.0,3,2,5,2,0,1,2,0,16,9.2,0.739,113.7,111.4,10.9
22400105,2024-11-07,Tyler Herro,201,29,25,11,11,1.0,1,2,0.5,1,2,0.5,1,4,5,6,1,0,2,4,19,32.2,0.8,109.1,111.7,24.8
22400105,2024-11-07,Bam Adebayo,202,41,26,11,16,0.688,4,4,1.0,0,2,0.0,3,8,11,7,2,1,1,3,22,20.4,0.77,123.2,111.6,28.3
22400105,2024-11-07,Jimmy Butler,203,32,15,6,6,1.0,2,2,1.0,0,2,0.0,3,2,5,5,1,0,3,2,21,30.8,0.8,115.3,90.7,15.8
22400105,2024-11-07,Terry Rozier,204,42,26,10,14,0.714,6,8,0.75,0,0,0.0,0,6,6,4,2,1,3,0,11,26.8,0.8,117.1,105.4,24.5
22400105,2024-11-07,Jaime Jaquez Jr.,205,33,7,3,3,1.0,1,2,0.5,1,3,0.333,3,1,4,1,1,1,0,0,12,14.5,0.8,110.1,104.8,10.1
22400105,2024-11-07,Duncan Robinson,206,25,13,4,4,1.0,3,3,1.0,2,4,0.5,1,2,3,2,1,0,0,5,17,11.7,0.8,96.3,104.1,12.7
22400105,2024-11-07,Nikola Jovic,207,21,10,3,3,1.0,2,4,0.5,2,3,0.667,1,4,5,2,1,1,2,4,25,10.8,0.8,123.2,99.0,10.1
22400105,2024-11-07,Haywood Highsmith,208,22,9,3,3,1.0,3,5,0.6,1,4,0.25,0,5,5,2,0,1,2,1,24,8.8,0.8,105.1,122.4,8.1
22400105,2024-11-07,Kevin Love,209,17,7,3,3,1.0,1,1,1.0,0,1,0.0,2,2,4,3,1,0,1,0,15,15.0,0.8,133.6,109.9,9.8
22400105,2024-11-07,Thomas Bryant,210,22,7,4,6,0.667,0,1,0.0,0,1,0.0,0,9,9,2,1,1,2,5,13,11.3,0.543,99.7,104.5,5.8
22400105,2024-11-07,Josh Richardson,211,16,11,3,4,0.75,3,4,0.75,1,2,0.5,3,0,3,1,0,0,1,4,11,8.7,0.8,124.7,110.0,9.2
22400105,2024-11-07,Caleb Martin,212,14,7,4,4,1.0,0,1,0.0,0,2,0.0,0,2,2,2,2,1,2,3,14,17.8,0.717,105.0,121.0,6.5
22400105,2024-11-07,Pelle Larsson,213,5,3,1,1,1.0,1,2,0.5,1,4,0.25,3,0,3,1,1,0,1,0,8,7.2,0.543,123.2,120.2,4.3
22400106,2024-11-09,Tyler Herro,201,31,28,10,10,1.0,8,8,1.0,1,4,0.25,3,4,7,7,1,0,4,1,14,30.9,0.8,106.3,101.2,28.6
22400106,2024-11-09,Bam Adebayo,202,37,19,7,9,0.778,3,3,1.0,3,5,0.6,3,8,11,7,1,1,5,5,24,27.4,0.8,111.9,129.1,18.8
22400106,2024-11-09,Jimmy Butler,203,29,13,4,4,1.0,4,7,0.571,2,2,1.0,3,0,3,5,2,1,0,4,7,26.2,0.8,120.0,103.0,18.5
22400106,2024-11-09,Terry Rozier,204,34,21,7,11,0.636,5,6,0.833,3,3,1.0,3,2,5,6,1,0,1,3,21,20.5,0.8,117.8,114.2,21.8
22400106,2024-11-09,Jaime Jaquez Jr.,205,24,4,2,3,0.667,0,1,0.0,1,2,0.5,2,3,5,4,1,0,3,2,19,13.4,0.515,128.9,114.2,4.6
22400106,2024-11-09,Duncan Robinson,206,23,15,6,8,0.75,2,2,1.0,1,4,0.25,0,6,6,3,0,1,2,5,19,15.3,0.768,128.3,110.3,11.2
22400106,2024-11-09,Nikola Jovic,207,27,13,5,6,0.833,1,1,1.0,2,3,0.667,3,2,5,2,0,1,1,0,21,16.2,0.8,109.2,100.2,14.2
22400106,2024-11-09,Haywood Highsmith,208,17,4,1,1,1.0,1,1,1.0,1,3,0.333,0,2,2,0,1,0,0,0,16,10.5,0.8,103.8,111.9,4.5
22400106,2024-11-09,Kevin Love,209,10,5,1,2,0.5,1,2,0.5,1,1,1.0,3,2,5,1,0,0,1,2,10,13.5,0.8,101.6,110.3,5.6
22400106,2024-11-09,Thomas Bryant,210,10,3,1,2,0.5,0,0,0.0,1,3,0.333,0,4,4,0,0,0,0,3,14,11.3,0.452,109.5,103.9,1.2
22400106,2024-11-09,Caleb Martin,212,19,7,2,3,0.667,2,2,1.0,0,0,0.0,2,2,4,2,1,1,1,5,7,8.6,0.8,94.7,93.8,7.8
22400106,2024-11-09,Pelle Larsson,213,12,1,0,1,0.0,0,0,0.0,1,4,0.25,3,0,3,1,0,0,2,4,10,7.3,0.3,104.9,109.5,-1.7
22400107,2024-11-12,Tyler Herro,201,42,13,5,8,0.625,3,4,0.75,0,1,0.0,3,4,7,5,0,0,5,4,10,31.7,0.77,104.7,104.4,9.2
22400107,2024-11-12,Bam Adebayo,202,36,19,6,8,0.75,6,6,1.0,1,1,1.0,3,7,10,6,1,0,1,3,17,22.9,0.8,113.6,117.3,23.0
22400107,2024-11-12,Jimmy Butler,203,35,18,9,9,1.0,1,1,1.0,0,1,0.0,0,7,7,3,2,1,0,3,20,23.4,0.8,110.7,119.0,20.6
22400107,2024-11-12,Terry Rozier,204,33,12,4,5,0.8,2,2,1.0,2,4,0.5,1,3,4,6,1,0,4,4,11,23.2,0.8,102.6,104.5,10.5
22400107,2024-11-12,Jaime Jaquez Jr.,205,20,12,3,3,1.0,3,4,0.75,2,4,0.5,2,0,2,0,1,0,1,5,10,18.5,0.8,117.6,91.2,9.7
22400107,2024-11-12,Duncan Robinson,206,16,3,2,2,1.0,0,1,0.0,0,2,0.0,3,0,3,1,0,0,1,3,25,12.1,0.521,93.8,99.7,2.2
22400107,2024-11-12,Nikola Jovic,207,25,14,6,6,1.0,2,3,0.667,1,2,0.5,1,2,3,6,0,2,3,1,25,22.4,0.8,107.1,102.4,15.3
22400107,2024-11-12,Haywood Highsmith,208,24,8,3,5,0.6,1,2,0.5,1,3,0.333,3,3,6,0,1,0,2,1,17,5,0.633,108.8,114.8,6.5
22400107,2024-11-12,Kevin Love,209,22,10,3,3,1.0,2,2,1.0,2,5,0.4,2,5,7,2,1,0,2,2,21,16.3,0.8,124.0,109.0,10.4
22400107,2024-11-12,Thomas Bryant,210,14,6,2,2,1.0,2,4,0.5,1,2,0.5,0,3,3,1,0,0,0,3,10,10.1,0.8,114.0,105.9,5.4
22400107,2024-11-12,Josh Richardson,211,20,2,0,1,0.0,0,0,0.0,1,4,0.25,0,4,4,3,1,0,2,5,19,10.0,0.362,117.6,91.4,0.4
22400108,2024-11-14,Tyler Herro,201,39,34,12,13,0.923,4,4,1.0,5,8,0.625,2,4,6,8,1,1,2,0,9,29.9,0.8,95.7,103.3,36.4
22400108,2024-11-14,Bam Adebayo,202,33,14,5,7,0.714,5,9,0.556,0,3,0.0,3,7,10,4,1,2,4,5,14,23.7,0.8,120.1,115.5,13.3
22400108,2024-11-14,Jimmy Butler,203,32,16,8,11,0.727,0,1,0.0,1,3,0.333,3,0,3,4,2,0,4,5,15,26.4,0.649,121.9,119.1,11.6
22400108,2024-11-14,Terry Rozier,204,34,12,3,4,0.75,3,4,0.75,2,3,0.667,0,5,5,5,2,0,0,1,5,23.7,0.8,114.2,122.1,16.6
22400108,2024-11-14,Jaime Jaquez Jr.,205,27,12,5,7,0.714,3,3,1.0,0,2,0.0,3,2,5,2,1,1,1,4,19,13.7,0.761,114.7,120.6,11.5
22400108,2024-11-14,Duncan Robinson,206,28,12,4,5,0.8,3,4,0.75,1,3,0.333,0,3,3,1,1,0,4,1,17,10.5,0.8,116.7,117.3,7.5
22400108,2024-11-14,Nikola Jovic,207,25,6,2,2,1.0,1,2,0.5,1,4,0.25,2,1,3,1,2,1,3,2,12,17.0,0.798,108.7,97.9,5.5
22400108,2024-11-14,Haywood Highsmith,208,31,7,3,5,0.6,0,0,0.0,1,3,0.333,1,5,6,1,0,1,1,3,12,9.0,0.554,111.9,108.7,5.3
22400108,2024-11-14,Kevin Love,209,22,5,1,2,0.5,1,1,1.0,1,2,0.5,3,3,6,4,1,0,3,4,4,12.9,0.8,112.4,102.9,5.8
22400108,2024-11-14,Thomas Bryant,210,20,5,2,3,0.667,0,0,0.0,0,2,0.0,2,3,5,2,0,1,2,5,19,11.2,0.644,95.7,106.6,3.3
22400108,2024-11-14,Josh Richardson,211,21,5,2,2,1.0,0,1,0.0,0,2,0.0,2,0,2,0,1,1,1,2,12,15.3,0.8,100.3,126.6,4.9
22400108,2024-11-14,Pelle Larsson,213,14,4,2,2,1.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,1,4,16,10.1,0.8,108.1,106.7,2.5
22400108,2024-11-14,Kel'el Ware,214,13,5,2,3,0.667,2,3,0.667,0,3,0.0,2,3,5,1,0,0,0,4,6,11.1,0.579,98.2,107.6,3.9
22400109,2024-11-15,Tyler Herro,201,31,15,4,5,0.8,4,5,0.8,2,3,0.667,2,3,5,5,1,0,2,0,21,28.8,0.8,122.0,125.9,17.5
22400109,2024-11-15,Bam Adebayo,202,39,14,5,5,1.0,3,3,1.0,1,4,0.25,0,12,12,5,1,1,2,1,20,24.4,0.8,94.2,105.1,17.7
22400109,2024-11-15,Jimmy Butler,203,25,12,5,6,0.833,0,1,0.0,2,4,0.5,3,1,4,6,2,0,0,3,14,22.5,0.773,99.3,127.0,16.4
22400109,2024-11-15,Terry Rozier,204,20,13,4,4,1.0,4,7,0.571,2,4,0.5,1,0,1,4,0,0,2,2,25,18.3,0.8,101.4,109.9,11.7
22400109,2024-11-15,Jaime Jaquez Jr.,205,30,9,3,4,0.75,3,3,1.0,0,1,0.0,1,7,8,2,1,1,1,5,18,19.6,0.8,96.9,112.9,9.9
22400109,2024-11-15,Duncan Robinson,206,26,9,4,5,0.8,2,4,0.5,0,3,0.0,3,1,4,3,0,1,0,5,20,14.1,0.712,99.8,100.4,9.1
22400109,2024-11-15,Nikola Jovic,207,26,1,0,1,0.0,0,1,0.0,0,3,0.0,2,6,8,1,1,1,0,0,9,10.3,0.3,96.6,98.4,4.7
22400109,2024-11-15,Haywood Highsmith,208,33,12,5,6,0.833,1,2,0.5,1,2,0.5,2,5,7,3,1,1,1,0,18,12.2,0.8,98.7,100.6,15.1
22400109,2024-11-15,Kevin Love,209,18,7,4,6,0.667,0,0,0.0,0,3,0.0,1,5,6,0,0,1,0,3,10,12.6,0.478,102.9,113.0,4.9
22400109,2024-11-15,Thomas Bryant,210,22,13,5,6,0.833,3,3,1.0,1,2,0.5,0,7,7,1,0,0,1,5,10,8.4,0.8,122.1,105.3,10.2
22400109,2024-11-15,Josh Richardson,211,17,6,2,2,1.0,1,2,0.5,1,3,0.333,1,2,3,1,1,0,2,2,6,9.2,0.8,118.5,100.0,4.8
22400109,2024-11-15,Caleb Martin,212,20,8,3,3,1.0,3,4,0.75,0,1,0.0,1,1,2,0,1,0,1,2,10,10.0,0.8,95.5,124.5,6.9
22400109,2024-11-15,Kel'el Ware,214,14,6,3,3,1.0,1,1,1.0,0,0,0.0,3,4,7,0,0,1,2,3,19,9.6,0.8,106.0,98.5,5.9
22400110,2024-11-18,Tyler Herro,201,37,29,12,14,0.857,2,3,0.667,2,4,0.5,2,4,6,6,1,1,3,2,9,26.9,0.8,124.5,118.2,27.9
22400110,2024-11-18,Bam Adebayo,202,33,13,5,7,0.714,2,2,1.0,1,2,0.5,0,10,10,6,1,1,0,0,-7,27.3,0.8,110.4,123.3,18.6
22400110,2024-11-18,Jimmy Butler,203,28,23,7,10,0.7,5,6,0.833,3,4,0.75,2,2,4,5,1,0,0,1,0,27.5,0.8,119.5,85.4,24.5
22400110,2024-11-18,Terry Rozier,204,33,13,6,6,1.0,0,1,0.0,1,3,0.333,2,2,4,5,2,0,3,2,11,26.0,0.8,140,105.8,14.1
22400110,2024-11-18,Jaime Jaquez Jr.,205,32,2,1,1,1.0,1,1,1.0,0,0,0.0,2,2,4,1,0,1,3,5,2,17.7,0.8,119.8,119.5,0.1
22400110,2024-11-18,Duncan Robinson,206,26,23,10,16,0.625,0,0,0.0,2,2,1.0,3,2,5,2,0,0,0,4,-3,13.8,0.681,103.5,104.4,18.3
22400110,2024-11-18,Nikola Jovic,207,21,8,3,5,0.6,1,2,0.5,1,3,0.333,2,2,4,2,1,1,0,1,-4,15.4,0.633,115.7,121.6,9.6
22400110,2024-11-18,Haywood Highsmith,208,20,9,3,3,1.0,2,2,1.0,1,4,0.25,1,2,3,1,0,0,0,2,-3,6.1,0.8,116.3,116.1,8.1
22400110,2024-11-18,Kevin Love,209,15,7,3,5,0.6,1,2,0.5,0,0,0.0,1,3,4,2,0,0,0,1,-3,11.0,0.7,113.2,121.6,7.3
22400110,2024-11-18,Thomas Bryant,210,12,6,3,5,0.6,0,0,0.0,0,0,0.0,3,1,4,0,0,1,0,0,7,6.5,0.6,131.6,119.1,6.8
22400110,2024-11-18,Josh Richardson,211,14,2,0,1,0.0,0,1,0.0,1,2,0.5,3,0,3,1,0,0,1,3,6,9.0,0.532,118.5,104.3,1.5
22400110,2024-11-18,Caleb Martin,212,25,5,2,3,0.667,1,2,0.5,0,0,0.0,3,0,3,1,2,0,0,2,12,13.6,0.8,114.1,132.9,7.7
22400110,2024-11-18,Pelle Larsson,213,14,0,0,3,0.0,0,0,0.0,0,1,0.0,0,2,2,2,0,0,1,2,-2,5,0.3,116.0,124.0,-2.3
22400110,2024-11-18,Kel'el Ware,214,14,8,3,4,0.75,3,5,0.6,0,1,0.0,1,3,4,0,0,1,2,3,-7,12.1,0.8,103.2,124.0,5.1
22400111,2024-11-20,Tyler Herro,201,40,12,5,8,0.625,1,1,1.0,2,4,0.5,1,5,6,5,1,0,5,4,-4,31.5,0.615,96.2,106.2,7.7
22400111,2024-11-20,Bam Adebayo,202,33,19,7,9,0.778,3,3,1.0,1,1,1.0,2,8,10,3,2,2,0,5,4,23.6,0.8,101.0,118.8,22.8
22400111,2024-11-20,Jimmy Butler,203,30,13,6,9,0.667,0,1,0.0,0,0,0.0,3,2,5,2,1,0,4,3,-13,27.5,0.722,94.5,97.1,9.0
22400111,2024-11-20,Terry Rozier,204,29,18,9,11,0.818,0,1,0.0,0,2,0.0,1,3,4,4,1,0,0,4,-14,17.4,0.758,134.7,124.2,16.9
22400111,2024-11-20,Jaime Jaquez Jr.,205,27,9,4,5,0.8,0,0,0.0,1,2,0.5,2,3,5,2,0,0,0,0,-4,12.3,0.765,101.7,117.4,10.4
22400111,2024-11-20,Duncan Robinson,206,29,11,4,4,1.0,1,1,1.0,2,5,0.4,0,4,4,3,0,0,3,3,-1,15.9,0.8,105.2,105.8,7.7
22400111,2024-11-20,Nikola Jovic,207,19,9,4,5,0.8,0,1,0.0,0,3,0.0,2,1,3,2,0,0,2,5,-13,16.9,0.712,114.7,86.3,5.0
22400111,2024-11-20,Haywood Highsmith,208,21,2,0,1,0.0,0,0,0.0,1,4,0.25,0,3,3,2,0,1,1,0,-2,14.0,0.362,135.5,129.9,2.1
22400111,2024-11-20,Kevin Love,209,17,11,4,6,0.667,1,1,1.0,2,5,0.4,0,5,5,4,1,1,2,2,-8,5.9,0.671,107.2,127.5,10.4
22400111,2024-11-20,Thomas Bryant,210,16,1,0,1,0.0,0,0,0.0,0,3,0.0,2,2,4,0,1,0,1,2,-4,8.8,0.3,99.2,105.9,0.3
22400111,2024-11-20,Josh Richardson,211,20,1,0,1,0.0,0,1,0.0,1,1,1.0,2,1,3,0,2,0,1,2,-8,13.8,0.347,93.5,101.3,2.2
22400111,2024-11-20,Pelle Larsson,213,12,3,1,2,0.5,1,1,1.0,0,1,0.0,3,1,4,2,0,0,0,0,-7,5,0.615,107.4,102.2,5.4
22400111,2024-11-20,Kel'el Ware,214,13,6,3,4,0.75,0,0,0.0,0,0,0.0,0,7,7,2,0,1,2,3,4,15.5,0.75,123.4,105.0,5.4
22400112,2024-11-22,Tyler Herro,201,34,31,13,13,1.0,2,4,0.5,3,4,0.75,2,4,6,8,1,0,2,3,22,30.5,0.8,101.1,113.7,32.7
